2517951,37626,32,18,3.60211707292658,6.10217243038761e-05,16.2739,0.0111381,0.160584,0.000109896,0.000739574,0
2518004,37627,32,18,3.74795741663625,9.3484307009084e-05,16.3649,0.0140425,0.385412,0.000246118,0.000919354,0
2518051,37627,32,18,3.90014687485951,0.000130722919972337,16.3841,0.0174937,0.385412,0.000327013,0.00109844,0
2518104,37629,32,18,4.05899706308237,0.000173336440190488,16.3372,0.0505603,0.204896,0.00172809,0.00229746,0
2518151,37629,32,18,4.22481356397475,0.000221982345727264,16.3257,0.0656683,0.157192,0.00309946,0.00347335,0
2518204,37630,32,18,4.39789406626774,0.000277336517079032,16.3287,0.048575,0.151732,0.00102054,0.00354387,0
2518251,37631,32,18,4.57852614980437,0.000340137066111369,16.3363,0.0486261,0.151732,0.00102054,0.0036899,0
2518304,37632,32,18,4.76698492698904,0.000411183065648029,16.3278,0.0359818,0.122892,-0.00110875,0.00315855,0
2518351,37633,32,18,4.96353041146707,0.000491283050824428,16.3275,0.0276342,0.119559,-0.00307691,0.00251545,0
2518404,37634,32,18,5.16840466650834,0.000581234299482114,16.3433,0.0205487,0.149709,-0.00490713,0.00184356,0
2518451,37635,32,18,5.38182885802754,0.000681837434937682,16.4399,-0.148996,0.201864,-0.0292051,-0.00360753,0
2518504,37636,32,18,5.60400030693958,0.0007940161693203,16.4571,-0.105486,0.230435,-0.0138909,-0.00606387,0
2518551,37637,32,18,5.83508903352406,0.000918556196340206,16.4273,-0.135115,0.237635,-0.00551189,-0.0104252,0
2518604,37638,32,18,6.07523581914342,0.0010562258289763,16.3926,-0.122889,0.191934,0.0119504,-0.0120702,0
2518651,37639,32,18,6.32454909420914,0.00120772815869095,16.3672,-0.106002,0.134842,0.0286267,-0.0122345,0
2518704,37640,32,18,6.5831026359298,0.00137373093365427,16.3527,-0.138453,0.104583,0.0200075,-0.012909,0
2518751,37641,32,18,6.85093362958984,0.0015548442801223,16.3709,-0.0877224,0.113721,0.0448867,-0.0127329,0
2518804,37642,32,18,7.12804122659947,0.00175167454057483,16.3458,-0.0818023,0.0785123,0.0557181,-0.0121161,0
2518851,37643,32,18,7.41438570990575,0.00196474317689474,16.3445,-0.0864835,0.090742,0.0583943,-0.0115985,0
2518904,37644,32,18,7.70988870344101,0.00219457809375438,16.3315,-0.120236,0.0919521,0.0426823,-0.0117611,0
2518951,37645,32,18,8.0144329580654,0.00244162928384615,16.3482,-0.0665651,0.0999531,0.0729498,-0.0113377,0
2519004,37646,32,18,8.32786353409141,0.00270640138361616,16.3478,-0.0498241,0.117569,0.0860796,-0.0102738,0
2519051,37647,32,18,8.64999095183457,0.00298934309255753,16.3494,-0.0194091,0.120079,0.107379,-0.00894775,0
2519104,37648,32,18,8.98059277561273,0.0032964405632392,16.3037,-0.0535858,0.0967678,0.0865147,-0.00861243,0
2519151,37649,32,18,9.31941737668729,0.00362207514348837,16.3096,0.0110072,0.0883516,0.1254,-0.00774515,0
2519204,37650,32,18,9.66618785965175,0.00396672177919404,16.3181,0.0388119,0.0614386,0.142347,-0.00604326,0
2519251,37650,32,18,10.0206064206727,0.00433084630213521,16.2976,0.0402346,-0.0190165,0.141938,-0.00451555,0
2519304,37652,32,18,10.3823590805522,0.00471492680605195,16.2665,-0.0153528,-0.0474558,0.10392,-0.00414756,0
2519351,37652,32,18,10.751120595674,0.00511947246799481,16.261,0.0340451,-0.0612438,0.132175,-0.00340804,0
2519404,37654,32,18,11.1265593945529,0.0055450133490615,16.242,0.0256336,-0.122603,0.124195,-0.00246796,0
2519451,37655,32,18,11.5083424486153,0.00599212056854769,16.2015,0.0230561,-0.173641,0.118577,-0.00163174,0
2519504,37655,32,18,11.8961397956534,0.00646125208064414,16.1897,-0.0167651,-0.173795,0.0888131,-0.00124959,0
2519551,37656,32,18,12.2896288125308,0.00695279302616896,16.1756,0.0262922,-0.17482,0.109249,-0.000532826,0
2519604,37657,32,18,12.6884979668826,0.00746725197267386,16.1562,0.0170956,-0.168992,0.0972521,9.15341e-05,0
2519651,37658,32,18,13.1082355602978,0.00800496015471257,16.1441,0.0140877,-0.172045,0.0891301,0.00048957,0
2519704,37659,32,18,13.530502307052,0.00856632678940176,16.1283,-0.014314,-0.180594,0.0670368,0.000826095,0
2519751,37660,32,18,13.9553107689782,0.00915170729152827,16.1224,0.00525588,-0.180311,0.0716439,0.00118309,0
2519804,37661,32,18,14.3826733424677,0.00976143985136028,16.1279,-0.0104375,-0.168004,0.0571237,0.00107483,0
2519851,37662,32,18,14.812602280623,0.0103958461017649,16.1028,-0.028874,-0.169404,0.040834,0.000697733,0
2519904,37663,32,18,15.245109628735,0.0110552268878521,16.0963,-0.0501166,-0.164777,0.0273874,0.000421825,0
2519951,37664,31,18,15.6802072480693,0.0117398692450443,16.0947,-0.0479605,-0.157663,0.0249994,0.000119982,0
2520004,37665,31,18,16.1179068623322,0.0124500748779245,16.0777,-0.0450894,-0.153046,0.0263494,-0.000642672,0
2520051,37666,31,18,16.5582200339217,0.0131861233108259,16.08,-0.0457342,-0.133431,0.0255567,-0.00127544,0
2520104,37667,31,18,17.0011580902578,0.0139483347323251,16.0676,-0.0686211,-0.134898,0.0123693,-0.00164052,0
2520151,37668,31,18,17.4467321653736,0.0147371433310765,16.0459,-0.0677645,-0.152046,0.0127624,-0.00219809,0
2520204,37669,31,18,17.8949531540171,0.0155528912499934,16.0351,-0.0564189,-0.162542,0.0173365,-0.00243797,0
2520251,37670,31,18,18.3458316111842,0.0163958848611657,16.016,-0.0802743,-0.192735,0.00166697,-0.00305842,0
2520304,37671,31,18,18.7993781580863,0.0172665050575066,15.9805,-0.0957453,-0.240717,-0.00753315,-0.00380813,0
2520351,37672,31,18,19.2556032107402,0.0181651734524033,15.9439,-0.0974783,-0.256486,-0.00501826,-0.00433461,0
2520404,37673,31,18,19.7145172995246,0.0190923290862217,15.9255,-0.133049,-0.258924,-0.0283853,-0.00511062,0
2520451,37674,31,18,20.1761304827935,0.020048431521593,15.9168,-0.168737,-0.255165,-0.0481171,-0.00650092,0
2520504,37675,31,18,20.640452548273,0.0210339546638083,15.9204,-0.213816,-0.228757,-0.073807,-0.00807741,0
2520551,37675,31,18,21.1074930960596,0.0220494001944011,15.9232,-0.202563,-0.208489,-0.0600307,-0.00909561,0
2520604,37676,31,18,21.5772615455567,0.0230952797984915,15.917,-0.247235,-0.198137,-0.0867383,-0.0103104,0
2520651,37677,31,18,22.0497670911952,0.0241721549053532,15.9369,-0.255788,-0.16393,-0.0887914,-0.0118904,0
